Kingdom,Phylum,Class,Order,Family,Genus,Species
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,NA,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Neoprotoparmelia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Neoprotoparmelia,Neoprotoparmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nephromopsis,Nephromopsis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nesolechia,Nesolechia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Neuropogon,Neuropogon
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Nipponoparmelia,Nipponoparmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Notoparmelia,Notoparmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Omphalodium,Omphalodium
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Oropogon,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Oropogon,Oropogon
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pannoparmelia,Pannoparmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelaria,Parmelaria
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelia,Parmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelina,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelina,Parmelina
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelinella,Parmelinella
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmelinopsis,Parmelinopsis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmeliopsis,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmeliopsis,Parmeliopsis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Parmotrema,Parmotrema
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Platismatia,Platismatia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pleurosticta,Pleurosticta
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Protoparmelia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Protoparmelia,Protoparmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Protousnea,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudephebe,Pseudephebe
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudevernia,Pseudevernia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Pseudoparmelia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Psiloparmelia,Psiloparmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Punctelia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Punctelia,Punctelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Relicina,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Relicina,Relicina
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Remototrachyna,Remototrachyna
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Sulcaria,Sulcaria
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Tuckermanella,Tuckermanella
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Tuckermannopsis,Tuckermannopsis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnea,Usnea
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Usnocetraria,Usnocetraria
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Vulpicida,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Vulpicida,Vulpicida
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Parmeliaceae,Xanthoparmelia,Xanthoparmelia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Byssolecania,Byssolecania
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Byssoloma,Byssoloma
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Fellhanera,Fellhanera
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Leimonis,Leimonis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Malcolmiella,Malcolmiella
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Pilocarpaceae,Nelsenium,Nelsenium
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Psilolechiaceae,Psilolechia,Psilolechia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Glyphopeltis,Glyphopeltis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Protoblastenia,Protoblastenia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psora,Psora
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Psoraceae,Psorula,Psorula
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidia,Bacidia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bacidina,Bacidina
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bellicidia,Bellicidia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Biatora,Biatora
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bibbya,Bibbya
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Bilimbia,Bilimbia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Cliostomum,Cliostomum
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Cliostomum,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Frutidella,Frutidella
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Japewia,Japewia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Krogia,Krogia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Lecania,Lecania
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Lithocalla,Lithocalla
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,NA,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Niebla,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Niebla,Niebla
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Phyllopsora,Phyllopsora
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,Ramalina
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalinopsis,Ramalinopsis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thalloidima,Thalloidima
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Thamnolecania,Thamnolecania
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Toninia,Toninia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Toniniopsis,Toniniopsis
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Tylothallia,Tylothallia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Vermilacinia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Vermilacinia,Vermilacinia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Waynea,Waynea
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Ramboldiaceae,Ramboldia,Ramboldia
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Austropeltum,Austropeltum
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Bunodophoron,Bunodophoron
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Leifidium,Leifidium
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Sphaerophoraceae,Sphaerophorus,Sphaerophorus
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Squamarinaceae,Herteliana,Herteliana
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Squamarinaceae,Squamarina,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Squamarinaceae,Squamarina,Squamarina
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Hertelidea,Hertelidea
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria,Lepraria
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Lepraria,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Stereocaulaceae,Stereocaulon,Stereocaulon
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Calvitimela,Calvitimela
Eukaryota,Ascomycota,Lecanoromycetes,Lecanorales,Tephromelataceae,Tephromela,Tephromela
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Bellemerea,Bellemerea
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Bryobilimbia,Bryobilimbia
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Clauzadea,Clauzadea
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Farnoldia,Farnoldia
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Immersaria,Immersaria
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Immersaria,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Koerberiella,Koerberiella
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecaimmeria,Lecaimmeria
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea,Lecidea
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Lecidea,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Mycobilimbia,Mycobilimbia
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Pachyphysis,Pachyphysis
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Palicella,Palicella
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Porpidia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Porpidia,Porpidia
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Romjularia,Romjularia
Eukaryota,Ascomycota,Lecanoromycetes,Lecideales,Lecideaceae,Stephanocyclos,Stephanocyclos
Eukaryota,Ascomycota,Lecanoromycetes,Leprocaulales,Leprocaulaceae,Leprocaulon,Leprocaulon
Eukaryota,Ascomycota,Lecanoromycetes,NA,Arthrorhaphidaceae,Arthrorhaphis,NA
Eukaryota,Ascomycota,Lecanoromycetes,NA,NA,NA,NA
Eukaryota,Ascomycota,Lecanoromycetes,NA,Phlyctidaceae,Phlyctis,Phlyctis
Eukaryota,Ascomycota,Lecanoromycetes,NA,Protothelenellaceae,Protothelenella,Protothelenella
Eukaryota,Ascomycota,Lecanoromycetes,NA,Protothelenellaceae,Thrombium,Thrombium
Eukaryota,Ascomycota,Lecanoromycetes,NA,Strangosporaceae,Strangospora,Strangospora
Eukaryota,Ascomycota,Lecanoromycetes,NA,Thelenellaceae,Aspilidea,Aspilidea
Eukaryota,Ascomycota,Lecanoromycetes,NA,Thelenellaceae,Chromatochlamys,Chromatochlamys
Eukaryota,Ascomycota,Lecanoromycetes,NA,Thelenellaceae,Thelenella,Thelenella
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Coenogoniaceae,Coenogonium,Coenogonium
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Acanthothecis,Acanthothecis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Acanthotrema,Acanthotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Actinoplaca,Actinoplaca
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Aderkomyces,Aderkomyces
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Ampliotrema,Ampliotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Arthotheliopsis,Arthotheliopsis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Asteristion,Asteristion
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Asterothyrium,Asterothyrium
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Astrochapsa,Astrochapsa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Aulaxina,Aulaxina
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Aulaxina,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Austrotrema,Austrotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Calenia,Calenia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Calenia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Carbacanthographis,Carbacanthographis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Chapsa,Chapsa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Chroodiscus,Chroodiscus
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Compositrema,Compositrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diorygma,Diorygma
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,Diploschistes
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Diploschistes,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Echinoplaca,Echinoplaca
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Echinoplaca,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Fibrillithecis,Fibrillithecis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Fissurina,Fissurina
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gintarasia,Gintarasia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Glaucotrema,Glaucotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gomphillus,Gomphillus
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Graphina,Graphina
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Graphis,Graphis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gyalectidium,Gyalectidium
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gyalidea,Gyalidea
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gyalideopsis,Gyalideopsis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Gymnographopsis,Gymnographopsis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Heiomasia,Heiomasia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Hemithecium,Hemithecium
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Jamesiella,Jamesiella
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Leiorreuma,Leiorreuma
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Leucodecton,Leucodecton
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Leucodecton,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Leucogramma,Leucogramma
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Mangoldia,Mangoldia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Melanotrema,Melanotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Myriochapsa,Myriochapsa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Myriotrema,Myriotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,NA,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Nadvornikia,Nadvornikia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Nitidochapsa,Nitidochapsa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Ocellularia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Ocellularia,Ocellularia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Phaeographina,Phaeographina
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Phaeographis,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Phaeographis,Phaeographis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Platygramme,Platygramme
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Platythecium,Platythecium
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Pseudoramonia,Pseudoramonia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Redingeria,Redingeria
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Redonographa,Redonographa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Reimnitzia,Reimnitzia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Rhabdodiscus,Rhabdodiscus
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Rubikia,Rubikia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Rubrotricha,Rubrotricha
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Sarcographa,Sarcographa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Sarcographina,Sarcographina
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Schizotrema,Schizotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Stegobolus,Stegobolus
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Taitaia,Taitaia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Thalloloma,Thalloloma
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Thecaria,Thecaria
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Thelotrema,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Thelotrema,Thelotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Topeliopsis,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Topeliopsis,Topeliopsis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Tricharia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Tricharia,Tricharia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Wirthiotrema,Wirthiotrema
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Graphidaceae,Xalocoa,Xalocoa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Gyalectaceae,Belonia,Belonia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Gyalectaceae,Cryptolechia,Cryptolechia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Gyalectaceae,Gyalecta,Gyalecta
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Gyalectaceae,Neopetractis,Neopetractis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Gyalectaceae,Petractis,Petractis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Gyalectaceae,Ramonia,Ramonia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Odontotremataceae,Bryodiscus,Bryodiscus
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Odontotremataceae,Claviradulomyces,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Odontotremataceae,NA,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Odontotremataceae,Odontotrema,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Odontotremataceae,Sphaeropezia,Sphaeropezia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Porinaceae,Porina,Porina
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Sagiolechiaceae,Rhexophiale,Rhexophiale
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Sagiolechiaceae,Sagiolechia,Sagiolechia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Spirographaceae,Spirographa,Spirographa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Absconditella,Absconditella
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Carestiella,Carestiella
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cryptodiscus,Cryptodiscus
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,Cyanodermella
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Cyanodermella,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Eriospora,Eriospora
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Fitzroyomyces,Fitzroyomyces
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Fitzroyomyces,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Geisleria,Geisleria
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Glomerobolus,Glomerobolus
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,NA,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Neobelonia,Neobelonia
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Neofitzroyomyces,Neofitzroyomyces
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Ostropa,Ostropa
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Ostropomyces,NA
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Ostropomyces,Ostropomyces
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Phacidiella,Phacidiella
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Robergea,Robergea
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Schizoxylon,Schizoxylon
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Stictis,Stictis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Thelopsis,Thelopsis
Eukaryota,Ascomycota,Lecanoromycetes,Ostropales,Stictidaceae,Xyloschistes,Xyloschistes
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Coccocarpiaceae,Coccocarpia,Coccocarpia
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Callome,Callome
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Collema,Collema
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Lepidocollema,NA
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Leptogium,Leptogium
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Collemataceae,Staurolemma,Staurolemma
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Koerberiaceae,Koerberia,Koerberia
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Dendriscocaulon,Dendriscocaulon
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Emmanuelia,Emmanuelia
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,Lobaria
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobaria,NA
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobariella,Lobariella
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Lobariella,NA
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,NA,NA
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,NA
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Pseudocyphellaria,Pseudocyphellaria
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia,NA
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Ricasolia,Ricasolia
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,NA
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,Sticta,Sticta
Eukaryota,Ascomycota,Lecanoromycetes,Peltigerales,Massalongiaceae,Massalongia,Massalongia
